created_at,pH,Relative_Humidity,Temperature,EC,N,P,K,temp,humidity
2023-02-12 04:00:00+05:30,2.9,70,18.3,99,146,10,14,10.9,34.67
2023-02-12 05:00:00+05:30,2.9,70,18.3,99,146,10,14,10.2,42.47
2023-02-12 06:00:00+05:30,2.9,70,18.3,99,146,10,14,9.8,46.94
2023-02-12 07:00:00+05:30,2.9,70,18.3,99,146,10,14,9.5,49.68
2023-02-12 08:00:00+05:30,2.9,70,18.3,99,146,10,14,9.3,50.35
2023-02-12 09:00:00+05:30,2.9,70,18.3,99,146,10,14,8.9,51.73
2023-02-12 10:00:00+05:30,2.9,70,18.3,99,146,10,14,8.8,51.7
2023-02-12 11:00:00+05:30,2.9,70,18.3,99,146,10,14,8.5,51.99
2023-02-12 12:00:00+05:30,2.9,70,18.3,99,146,10,14,8.2,53.06
2023-02-12 13:00:00+05:30,2.9,70,18.3,99,146,10,14,13.9,59.56
2023-02-12 14:00:00+05:30,2.9,70,18.3,99,146,10,14,10.6,52.95
2023-02-12 15:00:00+05:30,2.9,70,18.3,99,146,10,14,14.2,45.54
2023-02-12 16:00:00+05:30,2.9,70,18.3,99,146,10,14,21.4,24.18
2023-02-12 17:00:00+05:30,2.9,70,18.3,99,146,10,14,19.1,30.18
2023-02-12 18:00:00+05:30,2.9,70,18.3,99,146,10,14,20.5,24.64
2023-02-12 19:00:00+05:30,2.9,70,18.3,99,146,10,14,21.4,17.47
2023-02-12 20:00:00+05:30,2.9,70,18.3,99,146,10,14,21,19.74
2023-02-12 21:00:00+05:30,2.9,70,18.3,99,146,10,14,20.8,18.96
2023-02-12 22:00:00+05:30,2.9,70,18.3,99,146,10,14,18.9,27.77
2023-02-12 23:00:00+05:30,2.9,70,18.3,99,146,10,14,17.5,23.3
2023-02-13 00:00:00+05:30,2.9,70,18.3,99,146,10,14,13.1,26.98
2023-02-13 01:00:00+05:30,2.9,70,18.3,99,146,10,14,10.9,30.72
2023-02-13 02:00:00+05:30,2.9,70,18.3,99,146,10,14,9.8,30.39
2023-02-13 03:00:00+05:30,2.9,70,18.3,99,146,10,14,8.7,31.01
2023-02-13 04:00:00+05:30,2.9,70,18.3,99,146,10,14,7.9,28.91
2023-02-13 05:00:00+05:30,2.9,70,18.3,99,146,10,14,7.3,27.19
2023-02-13 06:00:00+05:30,2.9,70,18.3,99,146,10,14,6.8,27.04
2023-02-13 07:00:00+05:30,2.9,70,18.3,99,146,10,14,6.6,29.21
2023-02-13 08:00:00+05:30,2.9,70,18.3,99,146,10,14,6.2,34.57
2023-02-13 09:00:00+05:30,2.9,70,18.3,99,146,10,14,5.6,41.41
2023-02-13 10:00:00+05:30,2.9,70,18.3,99,146,10,14,5.2,47.37
2023-02-13 11:00:00+05:30,2.9,70,18.3,99,146,10,14,5.1,49.91
2023-02-13 12:00:00+05:30,2.9,70,18.3,99,146,10,14,4.9,51.37
2023-02-13 13:00:00+05:30,2.9,70,18.3,99,146,10,14,11.5,38.96
2023-02-13 14:00:00+05:30,2.9,70,18.3,99,146,10,14,8.6,42.62
2023-02-13 15:00:00+05:30,2.9,70,18.3,99,146,10,14,12.9,33.23
2023-02-13 16:00:00+05:30,2.9,70,18.3,99,146,10,14,18.1,28.62
2023-02-13 17:00:00+05:30,2.9,70,18.3,99,146,10,14,18.3,26.27
2023-02-13 18:00:00+05:30,2.9,70,18.3,99,146,10,14,20.3,22.69
2023-02-13 19:00:00+05:30,2.9,70,18.3,99,146,10,14,20.7,26.36
2023-02-13 20:00:00+05:30,2.9,70,18.3,99,146,10,14,22.2,18.89
2023-02-13 21:00:00+05:30,2.9,70,18.3,99,146,10,14,22.3,18.78
2023-02-13 22:00:00+05:30,2.9,70,18.3,99,146,10,14,19.4,32
2023-02-13 23:00:00+05:30,2.9,70,18.3,99,146,10,14,18.6,29.6
2023-02-14 00:00:00+05:30,2.9,70,18.3,99,146,10,14,14.7,35.28
2023-02-14 01:00:00+05:30,2.9,70,18.3,99,146,10,14,13.1,40
2023-02-14 02:00:00+05:30,2.9,70,18.3,99,146,10,14,12.1,42.71
2023-02-14 03:00:00+05:30,2.9,70,18.3,99,146,10,14,11.6,43.51
2023-02-14 04:00:00+05:30,2.9,70,18.3,99,146,10,14,10.9,43.94
2023-02-14 05:00:00+05:30,2.9,70,18.3,99,146,10,14,10.4,42.21
2023-02-14 06:00:00+05:30,2.9,70,18.3,99,146,10,14,9.9,39.64
2023-02-14 07:00:00+05:30,2.9,70,18.3,99,146,10,14,9.6,37.53
2023-02-14 08:00:00+05:30,2.9,70,18.3,99,146,10,14,9.5,35.84
2023-02-14 09:00:00+05:30,2.9,70,18.3,99,146,10,14,9,35.42
2023-02-14 10:00:00+05:30,2.9,70,18.3,99,146,10,14,8.7,34.27
2023-02-14 11:00:00+05:30,2.9,70,18.3,99,146,10,14,8.4,32.64
2023-02-14 12:00:00+05:30,2.9,70,18.3,99,146,10,14,8.5,31.19
2023-02-14 13:00:00+05:30,2.9,70,18.3,99,146,10,14,13.5,48.79
2023-02-14 14:00:00+05:30,2.9,70,18.3,99,146,10,14,11.4,30.4
2023-02-14 15:00:00+05:30,2.9,70,18.3,99,146,10,14,14.8,25.29
2023-02-14 16:00:00+05:30,2.9,70,18.3,99,146,10,14,21.7,17.81
2023-02-14 17:00:00+05:30,2.9,70,18.3,99,146,10,14,21.2,14.97
2023-02-14 18:00:00+05:30,2.9,70,18.3,99,146,10,14,23.1,13.75
2023-02-14 19:00:00+05:30,2.9,70,18.3,99,146,10,14,24.1,18.13
2023-02-14 20:00:00+05:30,2.9,70,18.3,99,146,10,14,25.4,12.73
2023-02-14 21:00:00+05:30,2.9,70,18.3,99,146,10,14,25.7,12.89
2023-02-14 22:00:00+05:30,2.9,70,18.3,99,146,10,14,22.1,33.7
2023-02-14 23:00:00+05:30,2.9,70,18.3,99,146,10,14,22.1,20.77
2023-02-15 00:00:00+05:30,2.9,70,18.3,99,146,10,14,17.9,24.66
2023-02-15 01:00:00+05:30,2.9,70,18.3,99,146,10,14,16.1,30.19
2023-02-15 02:00:00+05:30,2.9,70,18.3,99,146,10,14,15.1,33.88
2023-02-15 03:00:00+05:30,2.9,70,18.3,99,146,10,14,14.3,35.94
2023-02-15 04:00:00+05:30,2.9,70,18.3,99,146,10,14,13.7,37.36
2023-02-15 05:00:00+05:30,2.9,70,18.3,99,146,10,14,13.2,38.88
2023-02-15 06:00:00+05:30,2.9,70,18.3,99,146,10,14,12.8,41.99
2023-02-15 07:00:00+05:30,2.9,70,18.3,99,146,10,14,12.5,44.4
2023-02-15 08:00:00+05:30,2.9,70,18.3,99,146,10,14,12.3,45.64
2023-02-15 09:00:00+05:30,2.9,70,18.3,99,146,10,14,12,46.22
2023-02-15 10:00:00+05:30,2.9,70,18.3,99,146,10,14,11.9,44.55
2023-02-15 11:00:00+05:30,2.9,70,18.3,99,146,10,14,11.5,45.74
2023-02-15 12:00:00+05:30,2.9,70,18.3,99,146,10,14,11.2,46.66
2023-02-15 13:00:00+05:30,2.9,70,18.3,99,146,10,14,15.7,67.14
2023-02-15 14:00:00+05:30,2.9,70,18.3,99,146,10,14,14.6,41.32
2023-02-15 15:00:00+05:30,2.9,70,18.3,99,146,10,14,19.5,29.86
2023-02-15 16:00:00+05:30,2.9,70,18.3,99,146,10,14,24.7,27.47
2023-02-15 17:00:00+05:30,2.9,70,18.3,99,146,10,14,24.7,24.37
2023-02-15 18:00:00+05:30,2.9,70,18.3,99,146,10,14,26.5,21.6
2023-02-15 19:00:00+05:30,2.9,70,18.3,99,146,10,14,26.9,27.69
